name	description	page
1824	pvampyrus_homolog_ensembl_peptide	Megabat protein or transcript stable ID	homologs
1825	pvampyrus_homolog_chromosome	Megabat chromosome/scaffold name	homologs
1826	pvampyrus_homolog_chrom_start	Megabat chromosome/scaffold start (bp)	homologs
1827	pvampyrus_homolog_chrom_end	Megabat chromosome/scaffold end (bp)	homologs
1828	pvampyrus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1829	pvampyrus_homolog_subtype	Last common ancestor with Megabat	homologs
1830	pvampyrus_homolog_orthology_type	Megabat homology type	homologs
1831	pvampyrus_homolog_perc_id	%id. target Megabat gene identical to query gene	homologs
1832	pvampyrus_homolog_perc_id_r1	%id. query gene identical to target Megabat gene	homologs
1833	pvampyrus_homolog_goc_score	Megabat Gene-order conservation score	homologs
1834	pvampyrus_homolog_orthology_confidence	Megabat orthology confidence [0 low, 1 high]	homologs
1835	amexicanus_homolog_ensembl_gene	Mexican tetra gene stable ID	homologs
1836	amexicanus_homolog_associated_gene_name	Mexican tetra gene name	homologs
1837	amexicanus_homolog_ensembl_peptide	Mexican tetra protein or transcript stable ID	homologs
1838	amexicanus_homolog_chromosome	Mexican tetra chromosome/scaffold name	homologs
1839	amexicanus_homolog_chrom_start	Mexican tetra chromosome/scaffold start (bp)	homologs
1840	amexicanus_homolog_chrom_end	Mexican tetra chromosome/scaffold end (bp)	homologs
1841	amexicanus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1842	amexicanus_homolog_subtype	Last common ancestor with Mexican tetra	homologs
1843	amexicanus_homolog_orthology_type	Mexican tetra homology type	homologs
1844	amexicanus_homolog_perc_id	%id. target Mexican tetra gene identical to query gene	homologs
1845	amexicanus_homolog_perc_id_r1	%id. query gene identical to target Mexican tetra gene	homologs
1846	amexicanus_homolog_goc_score	Mexican tetra Gene-order conservation score	homologs
1847	amexicanus_homolog_orthology_confidence	Mexican tetra orthology confidence [0 low, 1 high]	homologs
1848	mlucifugus_homolog_ensembl_gene	Microbat gene stable ID	homologs
1849	mlucifugus_homolog_associated_gene_name	Microbat gene name	homologs
1850	mlucifugus_homolog_ensembl_peptide	Microbat protein or transcript stable ID	homologs
1851	mlucifugus_homolog_chromosome	Microbat chromosome/scaffold name	homologs
1852	mlucifugus_homolog_chrom_start	Microbat chromosome/scaffold start (bp)	homologs
1853	mlucifugus_homolog_chrom_end	Microbat chromosome/scaffold end (bp)	homologs
1854	mlucifugus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1855	mlucifugus_homolog_subtype	Last common ancestor with Microbat	homologs
1856	mlucifugus_homolog_orthology_type	Microbat homology type	homologs
1857	mlucifugus_homolog_perc_id	%id. target Microbat gene identical to query gene	homologs
1858	mlucifugus_homolog_perc_id_r1	%id. query gene identical to target Microbat gene	homologs
1859	mlucifugus_homolog_goc_score	Microbat Gene-order conservation score	homologs
1860	mlucifugus_homolog_orthology_confidence	Microbat orthology confidence [0 low, 1 high]	homologs
1861	acitrinellus_homolog_ensembl_gene	Midas cichlid gene stable ID	homologs
1862	acitrinellus_homolog_associated_gene_name	Midas cichlid gene name	homologs
1863	acitrinellus_homolog_ensembl_peptide	Midas cichlid protein or transcript stable ID	homologs
1864	acitrinellus_homolog_chromosome	Midas cichlid chromosome/scaffold name	homologs
1865	acitrinellus_homolog_chrom_start	Midas cichlid chromosome/scaffold start (bp)	homologs
1866	acitrinellus_homolog_chrom_end	Midas cichlid chromosome/scaffold end (bp)	homologs
1867	acitrinellus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1868	acitrinellus_homolog_subtype	Last common ancestor with Midas cichlid	homologs
1869	acitrinellus_homolog_orthology_type	Midas cichlid homology type	homologs
1870	acitrinellus_homolog_perc_id	%id. target Midas cichlid gene identical to query gene	homologs
1871	acitrinellus_homolog_perc_id_r1	%id. query gene identical to target Midas cichlid gene	homologs
1872	acitrinellus_homolog_goc_score	Midas cichlid Gene-order conservation score	homologs
1873	acitrinellus_homolog_orthology_confidence	Midas cichlid orthology confidence [0 low, 1 high]	homologs
1874	mmusculus_homolog_ensembl_gene	Mouse gene stable ID	homologs
1875	mmusculus_homolog_associated_gene_name	Mouse gene name	homologs
1876	mmusculus_homolog_ensembl_peptide	Mouse protein or transcript stable ID	homologs
1877	mmusculus_homolog_chromosome	Mouse chromosome/scaffold name	homologs
1878	mmusculus_homolog_chrom_start	Mouse chromosome/scaffold start (bp)	homologs
1879	mmusculus_homolog_chrom_end	Mouse chromosome/scaffold end (bp)	homologs
1880	mmusculus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1881	mmusculus_homolog_subtype	Last common ancestor with Mouse	homologs
1882	mmusculus_homolog_orthology_type	Mouse homology type	homologs
1883	mmusculus_homolog_perc_id	%id. target Mouse gene identical to query gene	homologs
1884	mmusculus_homolog_perc_id_r1	%id. query gene identical to target Mouse gene	homologs
1885	mmusculus_homolog_goc_score	Mouse Gene-order conservation score	homologs
1886	mmusculus_homolog_wga_coverage	Mouse Whole-genome alignment coverage	homologs
1887	mmusculus_homolog_orthology_confidence	Mouse orthology confidence [0 low, 1 high]	homologs
1888	mmurinus_homolog_ensembl_gene	Mouse Lemur gene stable ID	homologs
1889	mmurinus_homolog_associated_gene_name	Mouse Lemur gene name	homologs
1890	mmurinus_homolog_ensembl_peptide	Mouse Lemur protein or transcript stable ID	homologs
1891	mmurinus_homolog_chromosome	Mouse Lemur chromosome/scaffold name	homologs
1892	mmurinus_homolog_chrom_start	Mouse Lemur chromosome/scaffold start (bp)	homologs
1893	mmurinus_homolog_chrom_end	Mouse Lemur chromosome/scaffold end (bp)	homologs
1894	mmurinus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1895	mmurinus_homolog_subtype	Last common ancestor with Mouse Lemur	homologs
1896	mmurinus_homolog_orthology_type	Mouse Lemur homology type	homologs
1897	mmurinus_homolog_perc_id	%id. target Mouse Lemur gene identical to query gene	homologs
1898	mmurinus_homolog_perc_id_r1	%id. query gene identical to target Mouse Lemur gene	homologs
1899	mmurinus_homolog_goc_score	Mouse Lemur Gene-order conservation score	homologs
1900	mmurinus_homolog_wga_coverage	Mouse Lemur Whole-genome alignment coverage	homologs
1901	mmurinus_homolog_orthology_confidence	Mouse Lemur orthology confidence [0 low, 1 high]	homologs
1902	fheteroclitus_homolog_ensembl_gene	Mummichog gene stable ID	homologs
1903	fheteroclitus_homolog_associated_gene_name	Mummichog gene name	homologs
1904	fheteroclitus_homolog_ensembl_peptide	Mummichog protein or transcript stable ID	homologs
1905	fheteroclitus_homolog_chromosome	Mummichog chromosome/scaffold name	homologs
1906	fheteroclitus_homolog_chrom_start	Mummichog chromosome/scaffold start (bp)	homologs
1907	fheteroclitus_homolog_chrom_end	Mummichog chromosome/scaffold end (bp)	homologs
1908	fheteroclitus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1909	fheteroclitus_homolog_subtype	Last common ancestor with Mummichog	homologs
1910	fheteroclitus_homolog_orthology_type	Mummichog homology type	homologs
1911	fheteroclitus_homolog_perc_id	%id. target Mummichog gene identical to query gene	homologs
1912	fheteroclitus_homolog_perc_id_r1	%id. query gene identical to target Mummichog gene	homologs
1913	fheteroclitus_homolog_goc_score	Mummichog Gene-order conservation score	homologs
1914	fheteroclitus_homolog_orthology_confidence	Mummichog orthology confidence [0 low, 1 high]	homologs
1915	hgfemale_homolog_ensembl_gene	Naked mole-rat female gene stable ID	homologs
1916	hgfemale_homolog_associated_gene_name	Naked mole-rat female gene name	homologs
1917	hgfemale_homolog_ensembl_peptide	Naked mole-rat female protein or transcript stable ID	homologs
1918	hgfemale_homolog_chromosome	Naked mole-rat female chromosome/scaffold name	homologs
1919	hgfemale_homolog_chrom_start	Naked mole-rat female chromosome/scaffold start (bp)	homologs
1920	hgfemale_homolog_chrom_end	Naked mole-rat female chromosome/scaffold end (bp)	homologs
1921	hgfemale_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1922	hgfemale_homolog_subtype	Last common ancestor with Naked mole-rat female	homologs
1923	hgfemale_homolog_orthology_type	Naked mole-rat female homology type	homologs
1924	hgfemale_homolog_perc_id	%id. target Naked mole-rat female gene identical to query gene	homologs
1925	hgfemale_homolog_perc_id_r1	%id. query gene identical to target Naked mole-rat female gene	homologs
1926	hgfemale_homolog_goc_score	Naked mole-rat female Gene-order conservation score	homologs
1927	hgfemale_homolog_orthology_confidence	Naked mole-rat female orthology confidence [0 low, 1 high]	homologs
1928	mmonoceros_homolog_ensembl_gene	Narwhal gene stable ID	homologs
1929	mmonoceros_homolog_associated_gene_name	Narwhal gene name	homologs
1930	mmonoceros_homolog_ensembl_peptide	Narwhal protein or transcript stable ID	homologs
1931	mmonoceros_homolog_chromosome	Narwhal chromosome/scaffold name	homologs
1932	mmonoceros_homolog_chrom_start	Narwhal chromosome/scaffold start (bp)	homologs
1933	mmonoceros_homolog_chrom_end	Narwhal chromosome/scaffold end (bp)	homologs
1934	mmonoceros_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1935	mmonoceros_homolog_subtype	Last common ancestor with Narwhal	homologs
1936	mmonoceros_homolog_orthology_type	Narwhal homology type	homologs
1937	mmonoceros_homolog_perc_id	%id. target Narwhal gene identical to query gene	homologs
1938	mmonoceros_homolog_perc_id_r1	%id. query gene identical to target Narwhal gene	homologs
1939	mmonoceros_homolog_goc_score	Narwhal Gene-order conservation score	homologs
1940	mmonoceros_homolog_wga_coverage	Narwhal Whole-genome alignment coverage	homologs
1941	mmonoceros_homolog_orthology_confidence	Narwhal orthology confidence [0 low, 1 high]	homologs
1942	oniloticus_homolog_ensembl_gene	Nile tilapia gene stable ID	homologs
1943	oniloticus_homolog_associated_gene_name	Nile tilapia gene name	homologs
1944	oniloticus_homolog_ensembl_peptide	Nile tilapia protein or transcript stable ID	homologs
1945	oniloticus_homolog_chromosome	Nile tilapia chromosome/scaffold name	homologs
1946	oniloticus_homolog_chrom_start	Nile tilapia chromosome/scaffold start (bp)	homologs
1947	oniloticus_homolog_chrom_end	Nile tilapia chromosome/scaffold end (bp)	homologs
1948	oniloticus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1949	oniloticus_homolog_subtype	Last common ancestor with Nile tilapia	homologs
1950	oniloticus_homolog_orthology_type	Nile tilapia homology type	homologs
1951	oniloticus_homolog_perc_id	%id. target Nile tilapia gene identical to query gene	homologs
1952	oniloticus_homolog_perc_id_r1	%id. query gene identical to target Nile tilapia gene	homologs
1953	oniloticus_homolog_goc_score	Nile tilapia Gene-order conservation score	homologs
1954	oniloticus_homolog_orthology_confidence	Nile tilapia orthology confidence [0 low, 1 high]	homologs
1955	pmbairdii_homolog_ensembl_gene	Northern American deer mouse gene stable ID	homologs
1956	pmbairdii_homolog_associated_gene_name	Northern American deer mouse gene name	homologs
1957	pmbairdii_homolog_ensembl_peptide	Northern American deer mouse protein or transcript stable ID	homologs
1958	pmbairdii_homolog_chromosome	Northern American deer mouse chromosome/scaffold name	homologs
1959	pmbairdii_homolog_chrom_start	Northern American deer mouse chromosome/scaffold start (bp)	homologs
1960	pmbairdii_homolog_chrom_end	Northern American deer mouse chromosome/scaffold end (bp)	homologs
1961	pmbairdii_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1962	pmbairdii_homolog_subtype	Last common ancestor with Northern American deer mouse	homologs
1963	pmbairdii_homolog_orthology_type	Northern American deer mouse homology type	homologs
1964	pmbairdii_homolog_perc_id	%id. target Northern American deer mouse gene identical to query gene	homologs
1965	pmbairdii_homolog_perc_id_r1	%id. query gene identical to target Northern American deer mouse gene	homologs
1966	pmbairdii_homolog_goc_score	Northern American deer mouse Gene-order conservation score	homologs
1967	pmbairdii_homolog_wga_coverage	Northern American deer mouse Whole-genome alignment coverage	homologs
1968	pmbairdii_homolog_orthology_confidence	Northern American deer mouse orthology confidence [0 low, 1 high]	homologs
1969	elucius_homolog_ensembl_gene	Northern pike gene stable ID	homologs
1970	elucius_homolog_associated_gene_name	Northern pike gene name	homologs
1971	elucius_homolog_ensembl_peptide	Northern pike protein or transcript stable ID	homologs
1972	elucius_homolog_chromosome	Northern pike chromosome/scaffold name	homologs
1973	elucius_homolog_chrom_start	Northern pike chromosome/scaffold start (bp)	homologs
1974	elucius_homolog_chrom_end	Northern pike chromosome/scaffold end (bp)	homologs
1975	elucius_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1976	elucius_homolog_subtype	Last common ancestor with Northern pike	homologs
1977	elucius_homolog_orthology_type	Northern pike homology type	homologs
1978	elucius_homolog_perc_id	%id. target Northern pike gene identical to query gene	homologs
1979	elucius_homolog_perc_id_r1	%id. query gene identical to target Northern pike gene	homologs
1980	elucius_homolog_goc_score	Northern pike Gene-order conservation score	homologs
1981	elucius_homolog_orthology_confidence	Northern pike orthology confidence [0 low, 1 high]	homologs
1982	panubis_homolog_ensembl_gene	Olive baboon gene stable ID	homologs
1983	panubis_homolog_associated_gene_name	Olive baboon gene name	homologs
1984	panubis_homolog_ensembl_peptide	Olive baboon protein or transcript stable ID	homologs
1985	panubis_homolog_chromosome	Olive baboon chromosome/scaffold name	homologs
1986	panubis_homolog_chrom_start	Olive baboon chromosome/scaffold start (bp)	homologs
1987	panubis_homolog_chrom_end	Olive baboon chromosome/scaffold end (bp)	homologs
1988	panubis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1989	panubis_homolog_subtype	Last common ancestor with Olive baboon	homologs
1990	panubis_homolog_orthology_type	Olive baboon homology type	homologs
1991	panubis_homolog_perc_id	%id. target Olive baboon gene identical to query gene	homologs
1992	panubis_homolog_perc_id_r1	%id. query gene identical to target Olive baboon gene	homologs
1993	panubis_homolog_goc_score	Olive baboon Gene-order conservation score	homologs
1994	panubis_homolog_wga_coverage	Olive baboon Whole-genome alignment coverage	homologs
1995	panubis_homolog_orthology_confidence	Olive baboon orthology confidence [0 low, 1 high]	homologs
1996	mdomestica_homolog_ensembl_gene	Opossum gene stable ID	homologs
1997	mdomestica_homolog_associated_gene_name	Opossum gene name	homologs
1998	mdomestica_homolog_ensembl_peptide	Opossum protein or transcript stable ID	homologs
1999	mdomestica_homolog_chromosome	Opossum chromosome/scaffold name	homologs
2000	mdomestica_homolog_chrom_start	Opossum chromosome/scaffold start (bp)	homologs
2001	mdomestica_homolog_chrom_end	Opossum chromosome/scaffold end (bp)	homologs
